address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,possession,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst
3110 - 100 Harbour St,"$959,000",3,2,1,"3,160",0,SW,$671.00,Vacant,3 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-2658,65-74 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Sauna', 'Pets', 'Public Transit', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Security Guard', 'Security System', 'BBQ Permitted', 'Games Room']"
4516 - 17 Bathurst St,"$1,249,900",3,2,0,NA,868,S,$561.30,2021 Tba,New,Open Balcony,None,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC,74-84 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Indoor Pool', 'Rooftop Deck', 'Visitor Parking']"
1011 - 55 Harbour Sq,"$1,925,000",3,3,1,"7,292",2033,SW,"$1,598.72",June,41 years old,Juliet Balcony,NA,Baseboard,Underground,Condo Apt,The Waterfront,Yes,YCC-510,186-209 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']"
1404 - 65 Harbour Sq,"$1,660,000",3+1,2,1,"5,913",0,SW,"$1,299.46",30 Days,41 years old,Juliet Balcony,NA,Baseboard,Underground,Condo Apt,The Waterfront,Yes,YCC-510,149-167 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Visitor Parking', 'Parking Garage', 'Security Guard', 'Security System', 'Squash Court', 'BBQ Permitted', 'Meeting Room', 'Party Room']"
PH 03 - 500 Queens Quay W,"$2,100,000",3,3,2,"6,998",2282,SW,"$1,745.74",Tba,21 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,MTCC-1288,209-232 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System']"
PH1203 - 29 Queens Quay E,"$3,100,000",3+1,4,2,"13,343",2733,SE,"$1,921.70",30/60,5 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-2509,232-255 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']"
806W - 480 Queens Quay W,"$2,400,000",3+2,3,2,"7,946",2361,S,"$1,957.00",Tba,32 years old,Terrace,NA,Baseboard,Underground,Condo Apt,The Waterfront,Yes,MTCC-781,209-232 sqm,"['Gym', 'Pool', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Visitor Parking', 'BBQ Permitted', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Tennis Court', 'Indoor Pool']"
SPH03 - 1 Edgewater Dr,"$3,150,000",4+1,4,1,"14,820",0,S,"$2,355.00",Tba,1 years old,Open Balcony,Owned,Fan Coil,Underground,Condo Apt,The Waterfront,Yes,TSCC-2768,255-279 sqm,"['BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Elevator', 'Guest Suites', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'Outdoor Pool']"
903 - 410 Queens Quay W,"$1,223,000",3,2,1,"4,148",1293,SW,"$1,315.54",30/60/Tba,18 years old,Open Balcony,Ensuite,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-1485,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']"
2511 - 55 Harbour Sq,"$2,075,000",3,3,1,"7,300",0,S,"$1,598.72",30/Tbd,41 years old,Juliet Balcony,Owned,Baseboard,Underground,Condo Apt,The Waterfront,Yes,YCC-510,186-209 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Security Guard', 'Visitor Parking', 'Parking Garage', 'Sauna', 'Security System', 'Squash Court', 'BBQ Permitted', 'Meeting Room', 'Party Room']"
4515 - 17 Bathurst St,"$1,452,900",3,2,2,NA,877,SE,$707.50,Final Closing,New,Open Balcony,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'Guest Suites', 'Indoor Pool']"
PH2 - 65 Harbour Sq,"$3,305,000",3+1,4,4,"11,107",0,SW,"$2,495.95",Tba,40 years old,Terrace,Ensuite,Other,Owned,Condo Apt,The Waterfront,Yes,YCC-510,279-302 sqm,"['Car Wash', 'Concierge', 'Games Room', 'Gym', 'Indoor Pool', 'Visitor Parking', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'BBQ Permitted', 'Meeting Room', 'Party Room', 'Rooftop Deck']"
3511 - 55 Harbour Sq,"$2,050,000",3,3,1,"7,190",0,NS,"$1,598.72",60 Days,40 years old,Juliet Balcony,Owned,Radiant,Garage,Condo Apt,The Waterfront,Yes,YYC-510,186-209 sqm,"['Bike Storage', 'Car Wash', 'Gym', 'Indoor Pool', 'Party Room', 'Sauna', 'Parking Garage', 'Security Guard', 'Security System', 'Squash Court', 'BBQ Permitted', 'Concierge', 'Meeting Room', 'Rooftop Deck', 'Visitor Parking']"
PH09 - 77 Harbour Sq,"$2,617,000",4,3,2,"8,894",2380,SW,"$2,206.65",30/60,30 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,MTCC-949,209-232 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Rooftop Deck', 'Squash Court', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Party Room', 'Rec Room', 'Visitor Parking']"
4401 - 15 Lower Jarvis St,"$2,095,000",3+1,3,1,NA,0,SE,"$1,230.00",30 Days,0 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-2794,167-186 sqm,"['Bike Storage', 'Concierge', 'Gym', 'Outdoor Pool', 'Rooftop Deck', 'Tennis Court', 'Basketball Court', 'Games Room', 'Indoor Pool', 'Media Room', 'Meeting Room', 'Party Room', 'Sauna', 'Beanfield Fibre Available']"
1305 - 39 Queens Quay E,"$1,962,000",3+1,3,2,"8,102",1603,SW,"$1,424.24",30-90/ Flex,5 years old,Open Balcony,Owned,Fan Coil,Underground,Condo Apt,The Waterfront,Yes,TSCC-2491,149-167 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']"
511 - 401 Queens Quay W,"$1,935,000",3,3,1,"5,325",1600,S,"$1,712.28",Flexible/60,31 years old,Open Balcony,None,Forced Air,Underground,Condo Apt,The Waterfront,Yes,MTCC-830,149-167 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Indoor Pool']"
2510 - 65 Harbour Sq,"$2,105,000",3,3,1,"7,100",2003,S,"$1,553.37",30/Tbd,40 years old,Juliet Balcony,Owned,Baseboard,Underground,Condo Apt,The Waterfront,Yes,YCC-510,186-209 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']"
4301 - 15 Lower Jarvis St,"$1,500,000",3,2,2,NA,1536,S,$960.16,2020-12-23 00:,0 years old,Open Balcony,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-2794,130-149 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Basketball Court', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Outdoor Pool']"
1112 - 29 Queens Quay E,"$2,618,888",3+1,3,2,"11,828",2338,SE,"$1,668.46",Immed,4 years old,Terrace,Owned,Forced Air,Underground,Condo Apt,The Waterfront,Yes,TSCC-2509,209-232 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']"
