address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst,size_range_level,include_party_room,include_meeting_room,include_rooftop_deck,include_visitor_parking,include_security_system,include_security_guard,include_pet_restriction,include_guest_suites,include_concierge,include_gym,include_rec_room,include_media_room,include_public_transit,include_bbq_permitted,include_indoor_pool,num_amenities
812 - 7 Grenville St,530000,Studio,1,0,1686,NA,SW,272.44,1,Juliet Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['BBQ Permitted', 'Bike Storage', 'Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Meeting Room', 'Rooftop Deck', 'Visitor Parking', 'Security Guard']",0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,10
1614 - 763 Bay St,540000,Studio,1,0,1974,430,N,302.03,14,None,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-1866,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Golf Simulator']",0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,16
5105 - 1080 Bay St,555000,Studio,1,0,1778,NA,W,227.02,5,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Gym', 'Meeting Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking']",0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,9
910 - 717 Bay St,550000,Studio,1,0,1799,500,NE,403.16,-,None,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,MTCC-901,46-56 sqm,"['Gym', 'Rooftop Deck', 'Bike Storage', 'Car Wash', 'Sauna', 'Indoor Pool']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6
1002 - 7 Grenville St,521880,Studio,1,0,1595,351,E,240.92,1,Enclosed Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,No,TSCC-2736,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Security Guard', 'Indoor Pool']",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,8
1712 - 711 Bay St,485000,Studio,1,0,1772,500,S,403.16,31,None,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-901,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Car Wash', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Indoor Pool']",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,14
3402 - 7 Grenville St,508000,Studio,1,0,1754,NA,W,243.33,1,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking', 'Security Guard']",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,10
2106 - 955 Bay St,537000,Studio,1,0,2783,339,S,234.96,1,None,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']",0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,20
1710 - 65 St Mary St,533000,Studio,1,0,1656,325,E,225.77,5,Open Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Meeting Room']",0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,10
609 - 57 St Joseph St,543000,Studio,1,0,2220,NA,S,243.39,4,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2538,0-46 sqm,"['Concierge', 'Outdoor Pool', 'Rec Room', 'Rooftop Deck', 'Visitor Parking', 'Party Room', 'Media Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Guest Suites', 'Gym', 'Meeting Room']",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,14
2506 - 955 Bay St,510000,Studio,1,0,1623,NA,S,234.96,1,None,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Rooftop Deck', 'Security System', 'Visitor Parking', 'Pets', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,22
1210 - 65 St Mary St,516000,Studio,1,0,1774,NA,E,222.55,5,Open Balcony,NA,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Meeting Room', 'Visitor Parking']",0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,9
5210 - 11 Wellesley St W,562500,Studio,1,0,2929,NA,N,254.23,0,Open Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2845,0-46 sqm,"['Concierge', 'BBQ Permitted', 'Jacuzzi', 'Outdoor Patio', 'Sauna', 'Spa', 'Yoga Studio', 'Indoor Pool']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8
PH05 - 1080 Bay St,582000,Studio,1,1,2081,NA,W,273.2,5,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Outdoor Patio', 'Rec Room', 'Meeting Room', 'Rooftop Deck']",0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,9
1104 - 57 St. Joseph St,480000,Studio,1,0,1589,321,E,207.23,4,Open Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2538,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Outdoor Pool']",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,14
#1403 - 75 St Nicholas St,537800,Studio,1,0,1931,401,S,316.45,6,Open Balcony,None,Heat Pump,Underground,Condo Apt,baystcorridor,Yes,TSCC-2444,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,14
912 - 7 Grenville St,490000,Studio,1,0,1655,393,W,272.44,1,Juliet Balcony,None,Fan Coil,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Sauna', 'Security Guard', 'Indoor Pool']",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,9
#1903 - 75 St Nicholas St,538000,Studio,1,0,1931,NA,S,316.45,6,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,baystcorridor,Yes,TSCC-2444,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security System', 'FibreStream Internet', 'Games Room']",0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,14
1205 - 57 St Joseph St,599600,Studio,1,0,2141,NA,E,303.57,4,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2538,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Media Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Guest Suites', 'Meeting Room']",0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,14
2502 - 7 Grenville St,470000,Studio,1,0,1736,NA,W,245.73,1,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking', 'Security Guard']",0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,10
1517 - 711 Bay St,460000,Studio,1,0,1685,500,W,403.16,30,None,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-401,46-56 sqm,"['Gym', 'Indoor Pool', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Concierge', 'Meeting Room', 'Rec Room']",1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,12
1001 - 75 St Nicholas St,520000,Studio,1,0,2039,NA,E,315.33,6,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2444,0-46 sqm,"['Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Elevator', 'Media Room', 'Meeting Room', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room', 'Gym']",0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,14
811 - 7 Grenville St,460000,Studio,1,0,1655,NA,E,272.44,1,Open Balcony,None,Forced Air,NA,Comm Element Condo,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Visitor Parking', 'Meeting Room', 'Party Room', 'Security Guard']",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,9
2211 - 955 Bay St,533000,Studio,1,0,NA,NA,W,289.87,1,Open Balcony,Owned,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio']",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,22
1311 - 955 Bay St,492000,Studio,1,0,1,NA,W,262.15,1,Open Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool', 'Gym', 'Rooftop Deck', 'Visitor Parking']",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,22
PH4 - 57 St Joseph St,590800,Studio,1,0,2219,NA,S,271.94,4,Open Balcony,Owned,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2538,0-46 sqm,"['BBQ Permitted', 'Concierge', 'Guest Suites', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Media Room', 'Rec Room', 'Security Guard', 'Security System', 'Yoga Studio', 'FibreStream Internet', 'Meeting Room']",0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,14
626 - 955 Bay St N,460000,Studio,1,0,NA,319,N,232,1,None,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']",0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,21
2011 - 955 Bay St,525000,Studio,1,0,NA,382,W,289.87,1,Open Balcony,Owned,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Gym', 'Pets', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool']",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,22
1104 - 909 Bay St,538898,Studio,1,1,1919,507,W,417.19,19,None,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-1424,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,16
5205 - 1080 Bay St,513500,Studio,1,0,1735,NA,W,211.85,4,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna']",0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,9
302 - 75 St Nicholas St,462500,Studio,1,0,2015,426,E,310.94,-,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2444,0-46 sqm,"['Gym', 'Rooftop Deck', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Security Guard']",0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,6
426 - 5 Saint Joseph St,552000,Studio,1,0,2501,621,E,445.85,4,Enclosed Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2516,56-65 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,18
704 - 15 Grenville St,408000,Studio,1,0,1590,277,W,211,4,None,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2532,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Games Room', 'Meeting Room', 'Visitor Parking']",0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,13
5304 - 1080 Bay St,631000,Studio,1,0,2224,NA,W,288.39,0-5,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,0-46 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Security Guard']",0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,5
3010 - 955 Bay St,488000,Studio,1,0,NA,NA,W,263,1,Open Balcony,None,Heat Pump,NA,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio']",0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,22
805 - 38 Grenville St,428000,Studio,1,0,1980,425,S,285,11,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2037,0-46 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Rec Room']",0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,14
2606 - 15 Grenville St,436000,Studio,1,0,1673,352,N,262.29,4,Open Balcony,Owned,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2532,0-46 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Games Room', 'Meeting Room', 'Visitor Parking']",0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,13
1518 - 955 Bay St,480000,Studio,1,0,NA,NA,E,285.75,0,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2751,0-46 sqm,"['Pets', 'Concierge', 'Party Room', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Outdoor Pool', 'Gym']",0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,20
1508 - 7 Grenville St,420000,Studio,1,0,1652,368,E,257.63,1,Juliet Balcony,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Security Guard', 'Indoor Pool']",0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,8
3608 - 7 Grenville St,435000,Studio,1,0,1808,NA,E,271.62,1,Juliet Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,0-46 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rec Room', 'Meeting Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Security Guard']",0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,9
309 - 11 St Joseph St,640000,1,1,0,2357,616,N,465.33,15,None,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-1781,56-65 sqm,"['Concierge', 'Games Room', 'Gym', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security System', 'Rec Room']",2,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,13
306 - 736 Bay St,560000,1,1,1,2039,541,W,649.82,26,Terrace,NA,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-1085,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Library', 'Indoor Pool']",1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,14
#604 - 955 Bay St,675000,1,1,0,2368,513,N,355.56,1,Open Balcony,None,Heat Pump,Underground,Condo Apt,baystcorridor,Yes,TSCC-2751,46-56 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Pets', 'BBQ Permitted', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Yoga Studio', 'Enter Phone System']",1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,23
1103 - 633 Bay St,620000,1,1,0,2438,848,N,673.03,34,None,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-723,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']",4,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,14
5406 - 386 Yonge St,645000,1,1,0,2475,516,E,354.98,6,None,None,Forced Air,NA,Condo Apt,baystcorridor,Yes,TSCC-2421,46-56 sqm,"['Beanfield Fibre Available', 'Concierge', 'Guest Suites', 'Media Room', 'Meeting Room', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'FibreStream Internet', 'Bike Storage', 'Games Room', 'Gym']",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,20
2305 - 909 Bay St,705000,1,1,1,2213,582,SW,487.33,19,Terrace,Owned,Fan Coil,Underground,Condo Apt,baystcorridor,Yes,TSCC-1424,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet']",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,15
2009 - 770 Bay St,620000,1,1,0,2469,535,S,385.73,10,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2149,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Yoga Studio', 'Indoor Pool']",1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,14
2910 - 7 Grenville St,760000,1,1,0,2462,NA,SE,384.03,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2736,46-56 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Rooftop Deck', 'Security Guard']",1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,8
2508 - 1080 Bay St,890000,1,1,0,2499,512,NW,355.95,5,Terrace,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Security Guard']",1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,10
1007 - 909 Bay St,690000,1,1,1,2232,559,E,469.16,19,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-1424,56-65 sqm,"['Security Guard', 'Rec Room', 'Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'FibreStream Internet', 'Bike Storage', 'Media Room', 'Rooftop Deck']",2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,16
1002 - 889 Bay St,660000,1,1,1,2266,583,E,511.2,22,Enclosed Balcony,Owned,Forced Air,Underground,Comm Element Condo,baystcorridor,Yes,MTCC-1245,46-56 sqm,"['Concierge', 'Gym', 'Public Transit', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Rec Room']",1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,11
3215 - 38 Elm St,654800,1,2,1,2664,808,SW,798.96,30,None,Owned,Forced Air,Underground,Comm Element Condo,baystcorridor,Yes,MTCC-933,74-84 sqm,"['BBQ Permitted', 'Bike Storage', 'Concierge', 'Gym', 'Indoor Pool', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck']",4,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,15
2505 - 750 Bay St,690000,1,1,1,2633,715,W,741,21,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-1284,65-74 sqm,"['Concierge', 'Games Room', 'Gym', 'Indoor Pool', 'Rec Room', 'Security Guard', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Meeting Room', 'Party Room', 'Visitor Parking']",3,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,14
2608 - 1080 Bay St,830000,1,1,0,2499,512,NW,355.95,5,Open Balcony,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2525,46-56 sqm,"['Concierge', 'Outdoor Patio', 'Rec Room', 'Sauna', 'Gym', 'Meeting Room', 'Party Room', 'Rooftop Deck', 'Visitor Parking']",1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,9
1804 - 37 Grosvenor St,660000,1,1,0,2218,502,N,344.61,11,Open Balcony,Owned,Forced Air,Underground,Condo Apt,baystcorridor,Yes,TSCC-2037,46-56 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,14
1408 - 44 Gerrard St W,490800,1,1,0,1784,505,S,521.49,31,None,None,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-907,46-56 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'BBQ Permitted', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Indoor Pool']",1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,13
416 - 633 Bay St,640000,1,2,1,3049,996,W,838.81,34,None,Ensuite,Forced Air,Underground,Condo Apt,baystcorridor,Yes,MTCC-723,84-93 sqm,"['Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Squash Court', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Guest Suites', 'Meeting Room', 'Party Room']",5,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,14
